citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/document-zaakdossier/spec.md,req-zak-008c-bulk-status-transition-returns-per-document-result,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"a bulk status transition answers per document, and the register agrees with every verdict",verified,"Sends a deliberately mixed batch and asserts a per-id verdict for each document, with the archived one refused by name and reason, then reads each stored row back so a result list that reports one thing and writes another reddens.",no,yes,resolves to a scenario,"expect(String(stored.status), `the stored status of ${id} must match the verdict the bulk call reported for it`).toBe(expected)",yes,no,not measured
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,tests/e2e/spec-coverage/doorlooptijd-dashboard.spec.ts,renders the processing time page heading on navigation,smoke,"asserts only that a level-2 heading reading Processing time is visible and that the body carries no Internal Server Error, and the scenario names the heading Processing Time Analytics, which the page no longer renders, so the spec text is stale and the test proves only that the page loaded",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: HEADING, level: 2 })).toBeVisible({ timeout: 15000 })",yes,no,verified
openspec/specs/doorlooptijd-dashboard/spec.md,no-cases-exist,tests/e2e/spec-coverage/doorlooptijd-dashboard.spec.ts,shows empty state when no case data is available,verified,"fulfils the case collection read with an empty list, asserts the no-case-data empty state is visible, and asserts the intercept actually answered, so an empty state reached by a failed fetch or an unread endpoint cannot pass it",no,yes,resolves to a scenario,"expect(emptyAnswers, 'The empty state must come from the empty case list served for ...').toBeGreaterThan(0)",yes,no,verified
openspec/specs/gis-integration/spec.md,cases-on-map-view-renders-the-map-dashboard,tests/e2e/spec-coverage/gis-integration.spec.ts,the cases-on-map view renders its filter sidebar and counts the located cases,verified,"Asserts both sidebar comboboxes by accessible name and pins the count summary to an exact string against a fixed three-row mock of which two carry geometry, so a view that placed the geometry-less case or lost the summary reddens.",no,yes,resolves to a scenario,"await expect(page.locator('.cases-on-map__summary')).toHaveText('Showing 2 of 2 located cases', { timeout: 15_000 })",yes,no,not measured
openspec/specs/gis-integration/spec.md,cases-on-map-view-renders-the-map-dashboard,tests/e2e/spec-coverage/gis-integration.spec.ts,an unreachable case backend surfaces a notice instead of a broken page,verified,"Aborts the case read and asserts the exact notice text plus a sidebar and map that are still there, which is the scenario's degrade-gracefully clause, but it only covers a network abort: the file's own comment records that a 500 with a JSON body raises no notice today.",no,yes,resolves to a scenario,"await expect(page.locator('.cases-on-map__notice')).toContainText('Map data could not be loaded. Showing what is available.', ...)",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,handler-registers-their-own-substitution,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,substitution renders under personal settings with a register action,partial,"Asserts the personal settings mount point and a Register substitution button render, never submitting a registration, so nothing about the created object's absentee, substitute, status or createdBy is checked.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Register substitution|Waarneming registreren/i }).first(), 'the Vue app mounted...').toBeVisible(...)",yes,no,partial
openspec/specs/handler-vervanging-waarneming/spec.md,self-substitution-is-rejected,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"a substitution naming one user as both absentee and substitute is refused, and writes nothing",verified,"Posts a self-substitution, asserts the 400 and an error naming the rule, and then asserts on the store that no row carrying the probe marker was written and that the substitution count is unchanged.",yes,yes,resolves to a scenario,"expect(after.filter((row) => String(row?.comment ?? '') === marker), 'the rejected submission must not have left a substitution behind').toHaveLength(0)",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,bulk-reassignment-is-coordinator-only,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,a signed-in user without the coordinator role is refused both reassignment endpoints,verified,"Probes both reassignment endpoints as a named non-admin account, asserts 403 on each, asserts no case was transferred, and runs the same preview as the coordinator as a control so a route broken for everyone cannot pass as a working guard.",yes,yes,resolves to a scenario,"expect(preview.status(), `the reassignment PREVIEW must be denied to a non-coordinator; body was ...`).toBe(403)",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,preview-before-execution,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,the coordinator preview lists the departing handler open work and mutates nothing,verified,"Runs the preview and asserts both open cases come back with title, case type and a status key plus a tasks array, then asserts @self.updated is unchanged on both cases so a preview that quietly re-saved a row reddens.",no,yes,resolves to a scenario,"expect(afterIn?.['@self']?.updated, 'the preview must not have written to the case it previewed').toBe(beforeIn?.['@self']?.updated)",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,waarnemer-sees-substituted-work-in-my-work,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,My Work renders without error and supports the substituted filter when present,smoke,"Asserts only that the My Work page renders an Urgency button and no Internal Server Error text, and the substituted toggle is clicked inside an if that simply skips when the toggle is absent, so a build routing no substituted work at all stays green.",no,yes,resolves to a scenario,await expect(page.locator('body')).not.toContainText('Internal Server Error'),yes,no,partial
openspec/specs/handler-vervanging-waarneming/spec.md,scope-limited-substitution-only-routes-matching-items,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,a caseTypes-scoped substitution routes the covered type and withholds the rest,verified,"Reads /api/substitutions/work and asserts the covered case type reaches the waarnemer while the case of the uncovered type does not, which is exactly the MUST NOT half of the scope limit.",yes,yes,resolves to a scenario,"expect(routed, 'a case of a type OUTSIDE the substitution scope must never reach the waarnemer').not.toContain(outOfScopeCaseId)",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,all-actions-under-a-substitution-are-queryable,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"every capacity-stamped action under a substitution is returned, in chronological order",verified,"Asserts the actions endpoint returns both seeded entries oldest first, each naming actor, absentee and case title, so a missing sort or a dropped entry reddens; the entries are seeded by hand, so the stamping half is knowingly unclaimed.",no,yes,resolves to a scenario,"expect(mine.map((entry) => String(entry?.action ?? '')), 'both stamped actions must come back, oldest first ...').toEqual([STAMPED_EARLIER, STAMPED_LATER])",yes,no,not measured
openspec/specs/handler-vervanging-waarneming/spec.md,coordinator-registers-a-substitution-on-behalf-of-an-absent-handler,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,coordinator admin exposes a bulk-reassign action with a mandatory preview,partial,"Asserts the coordinator console offers Bulk reassign and a Preview affected work button, which is a different requirement from registering a substitution on behalf of an absent handler, and the whole body sits behind a becomesVisible guard that skips the test when the heading does not appear.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Preview affected work/ }).first()).toBeVisible({ timeout: 8000 })",yes,no,partial
openspec/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,no sidebar link points into another app,dangling,"Points at openspec/specs/avg-processing-surface/spec.md, which does not exist; the identical anchor does resolve inside the open change at openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md, and the nearest published capability is avg-verwerkingenlogging.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/ai-oversight-surface/spec.md,scenario-procest-hosts-no-ai-oversight-pages,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,no sidebar link points into another app,dangling,"Points at openspec/specs/ai-oversight-surface/spec.md, which does not exist; the scenario Procest hosts no AI-oversight pages lives at openspec/changes/page-topology-cleanup/specs/ai-oversight-surface/spec.md line 16, and the nearest published capability is ai-oversight-log.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the AVG and AI-oversight entries are gone from the navigation,dangling,Same missing path as the other avg-processing-surface citation on this file; the anchor resolves only inside the unarchived page-topology-cleanup change.,no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/admin-settings-surface/spec.md,scenario-no-duplicate-configuration-entries,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,exactly one entry links to the administration surface,dangling,"Points at openspec/specs/admin-settings-surface/spec.md, which does not exist; the scenario No duplicate configuration entries lives at openspec/changes/page-topology-cleanup/specs/admin-settings-surface/spec.md line 31, and the nearest published capability is admin-settings.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the settings menu has a Flows entry pointing at an in-app route,dangling,"Points at openspec/specs/automatic-actions-surface/spec.md, which does not exist; the scenario Flows are authored in the app lives at openspec/changes/page-topology-cleanup/specs/automatic-actions-surface/spec.md line 83, and the nearest published capability is automatic-actions.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,/flows renders this app's own flow surface,dangling,"Same missing automatic-actions-surface path; the anchor resolves only inside the unarchived change, so this citation credits nothing until page-topology-cleanup is archived.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,/flows/new renders the flow canvas,dangling,"Same missing automatic-actions-surface path, third citation of the same absent file on this test file.",no,no,the cited spec file does not exist,,yes,no,dangling
openspec/specs/case-types/spec.md,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the settings menu has a Case types entry,verified,"The citation names a whole spec file and therefore no requirement, which is the honest limit of this reading; judged against the spec it proves REQ-CT-23's clause that the navigation carries a Case types entry, and it asserts exactly one rather than merely present.",no,no,no anchor: cites a whole spec file,"expect(entries.length, 'Case types must be reachable from the settings foldout').toBe(1)",yes,no,verified
openspec/specs/case-types/spec.md,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the case types index renders its own create control,partial,"The citation names a whole spec file and therefore no requirement; worse, the create control is matched by /Add|New|Create/i, which the Dashboard's own New case button satisfies, so the route fallthrough this test exists to catch leaves it green.",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('button', { name: /Add|New|Create/i }).first()).toBeVisible({ timeout: 20000 })",yes,no,partial
openspec/specs/dashboard/spec.md,scenario-dash-v1-006f-keyboard-only-status-transition-new,tests/e2e/spec-coverage/kanban-board-keyboard-status-transition.spec.ts,"a case card exposes a keyboard-operable ""Move to…"" menu",partial,"Opens the Move to menu from the keyboard and asserts the other seeded column is offered as a menu item, then presses Escape on purpose, so none of the scenario's three outcomes is asserted: the status write through the same persistence path, the card moving column, and the card body's own Enter/Space activation staying unaffected.",no,yes,resolves to a scenario,"await expect(page.getByRole('menuitem', { name: new RegExp(`${RUN_PREFIX} In behandeling`) })).toBeVisible({ timeout: 5000 })",yes,no,partial
openspec/specs/dashboard/spec.md,scenario-dash-v1-006g-drag-path-unchanged-new,tests/e2e/spec-coverage/kanban-board-keyboard-status-transition.spec.ts,case cards remain draggable for mouse/touch users,partial,"Asserts the seeded card carries draggable=""true"" and nothing else: it never dispatches a drag, never drops a card in another column and never checks the status was persisted, so a regression in the dragstart or drop handlers, which is what the scenario protects, leaves this green.",no,yes,resolves to a scenario,"await expect(card).toHaveAttribute('draggable', 'true')",yes,no,partial
openspec/specs/kcc-werkplek-zaaksysteem-bridge/spec.md,kcc-integration-settings-render-and-persist,tests/e2e/spec-coverage/kcc-werkplek-zaaksysteem-bridge.spec.ts,the identification threshold and sentiment trigger words save through /api/settings,verified,"Fills the identification threshold and the trigger-word control, saves through the page's own Save KCC settings button and reads both values back from GET /api/settings, so a save that silently drops either key reddens; it covers two of the four controls the scenario names and the sibling test covers the other two.",no,yes,resolves to a scenario,"expect(after.identification_score_threshold, 'the identification threshold the admin typed is the one stored').toBe(threshold)",yes,no,not measured
openspec/specs/kcc-werkplek-zaaksysteem-bridge/spec.md,kcc-integration-settings-render-and-persist,tests/e2e/spec-coverage/kcc-werkplek-zaaksysteem-bridge.spec.ts,the voorblad limit and belplan overflow threshold save through /api/settings,verified,"Fills the voorblad limit and the belplan overflow threshold, saves through the page's own button and reads both back from GET /api/settings, so a render-only regression or a dropped key reddens; it covers the other two of the four controls the scenario names.",no,yes,resolves to a scenario,"expect(after.max_zaken_voorblad, 'the voorblad limit the admin typed is the one stored').toBe(limit)",yes,no,not measured
openspec/specs/my-work/spec.md,scenario-card-and-table-view,tests/e2e/spec-coverage/my-work.spec.ts,shows the current user's assigned cases as a card list,partial,"Asserts the Urgency and Newest sort buttons and a Cards button are visible, never that card view is the rendered default nor that the table view shows identifier, title, case type, status and deadline.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Cards/ }).first()).toBeVisible({ timeout: 10000 })",yes,yes,partial
openspec/specs/my-work/spec.md,scenario-card-and-table-view,tests/e2e/spec-coverage/my-work.spec.ts,view mode can be switched between cards and table,smoke,"Clicks the Table toggle and then asserts only that the body does not read Internal Server Error, so the table could render nothing and the five columns the scenario names are never read.",no,yes,resolves to a scenario,await expect(page.locator('body')).not.toContainText('Internal Server Error'),yes,yes,smoke
openspec/specs/pdok-consumer/spec.md,scenario-suggest-call-reaches-openconnector-instead-of-api-pdok-nl,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,"suggest reaches the openconnector endpoint, never api.pdok.nl",dangling,"The anchor spells the host with hyphens, scenario-suggest-call-reaches-openconnector-instead-of-api-pdok-nl, while the heading at line 27 slugs its dots away to scenario-suggest-call-reaches-openconnector-instead-of-apipdoknl, so the citation resolves to nothing; the near miss is that one heading, and the test body under it is a strong routing assertion that currently credits nobody.",no,no,the anchor matches no heading in that spec,,yes,no,dangling
openspec/specs/pdok-consumer/spec.md,scenario-503-response-resolves-with-null-and-surfaces-message_key,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,503 from openconnector degrades gracefully without throwing,partial,"Opens the dossiq app with its service worker in control, which is the surface the shim runs on, but never calls the shim: the body fetches /apps/openconnector/api/pdok/lookup directly and then asserts the 503 and the message_key its own route handler just returned, so a pdokService.lookup() that threw instead of resolving with null would leave every assertion green. Anchor note for the repair: the heading exists at openspec/specs/pdok-consumer/spec.md:89 but gate-19 does not slug it as a scenario, so this citation credits nothing until the anchor is respelled.",no,no,"the anchor names a heading in that spec, but not a scenario, so gate-19 credits nothing",expect(outcome.messageKey).toBe('pdok.unavailable'),yes,no,partial
openspec/specs/pdok-consumer/spec.md,scenario-openconnector-absent-surfaces-warning-without-blocking-form,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,404 (openconnector absent) does not block the page,smoke,"Asserts its own mocked 404 is echoed back and that the page is not the login screen; the scenario's actual claims, an inline warning on the address field and a form that still submits, are never asserted, and the call bypasses the shim by fetching the endpoint directly.",no,yes,resolves to a scenario,expect(outcome.fulfilledBy).toBe('suggest-404'),yes,no,smoke
openspec/specs/pdok-consumer/spec.md,scenario-all-six-functions-are-exported-with-unchanged-signatures,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,seeded OR addresses are retrievable without PDOK/openconnector being available,smoke,"Seeds two OpenRegister address rows and asserts they come back, which says nothing about the six exported shim functions or their signatures, and the whole body skips when the addresses register is absent.",no,yes,resolves to a scenario,expect(seeded.length).toBe(2),yes,no,smoke
openspec/specs/add-work-queue/spec.md,the-queue-holds-unassigned-open-cases,tests/e2e/spec-coverage/queue.spec.ts,the queue page renders for a deep link,smoke,"The test asserts only that the deep link renders a cn-page and a Queue heading; nothing about the base filter the cited scenario is about, so a queue listing every case in the instance passes it.",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: /^(Queue|Werkvoorraad)$/i }).first(), 'the deep link must land on the QUEUE page, not the shell default').toBeVis",yes,no,smoke
openspec/specs/add-work-queue/spec.md,the-queue-holds-unassigned-open-cases,tests/e2e/spec-coverage/queue.spec.ts,an assigned case is on the case index and NOT in the queue,verified,"The test seeds its own assigned case and asserts it is one row on /cases and zero rows on /queue, so dropping the assignee IS NULL base filter reddens it regardless of what else the instance holds.",no,yes,resolves to a scenario,"expect(await rowsMatching('/index.php/apps/dossiq/queue'), 'the queue must NOT hold ...').toBe(0)",yes,no,verified
openspec/specs/add-work-queue/spec.md,an-empty-queue-says-so,tests/e2e/spec-coverage/queue.spec.ts,"an empty result renders the empty state, not a bare table",partial,"The test drives the queue with a filter that should match nothing but its locator is an OR over the empty state and table rows, so it never proves the result was empty nor that the empty state specifically rendered.",no,yes,resolves to a scenario,"await expect(page.locator('.cn-index-page__empty, table tbody tr').first(), 'an empty queue must say so').toBeVisible({ timeout: 30_000 })",yes,no,partial
openspec/specs/add-work-queue/spec.md,the-queue-narrows-by-case-type,tests/e2e/spec-coverage/queue.spec.ts,the case-type sidebar narrows the queue,partial,"The decisive assertion sits inside an if on the sidebar item count, so an instance with no case-type facet passes trivially, and the assertion itself only forbids widening, so a facet click that changes nothing is green.",no,yes,resolves to a scenario,"if ((await firstType.count()) > 0) { ... expect(after, 'narrowing to one case type cannot widen the result set').toBeLessThanOrEqual(before) }",yes,no,partial
openspec/specs/related-case-linking/spec.md,section-lists-relations-with-navigation,tests/e2e/spec-coverage/related-case-linking.spec.ts,the Related cases panel lists a relation,partial,"opens whatever case happens to be first in the list and asserts the related-cases section is visible and has stopped saying Loading, never that any relation is listed with the target's title and status; two test.skip escapes can also retire it silently, and the scenario itself carries an @e2e exclude line whose reason names this very file",no,yes,resolves to a scenario,"await expect(panel).not.toContainText(/Loading/i, { timeout: 30000 })",yes,yes,partial
openspec/changes/page-topology-cleanup/proposal.md,,tests/e2e/spec-coverage/retired-surfaces.spec.ts,the retired route no longer renders an automatic-actions view,verified,"The citation names a whole proposal and so no requirement, which is the honest limit of this reading; judged against the file, it proves C2's claim that /settings/automatic-actions is retired by asserting the view's own create control is absent, though the replacement half is asserted only in the sibling test.",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('button', { name: 'Add Automatic Action' })).toHaveCount(0)",yes,no,verified
openspec/changes/page-topology-cleanup/proposal.md,,tests/e2e/spec-coverage/retired-surfaces.spec.ts,the agenda compiler route no longer renders its view,verified,"The citation names a whole proposal and so no requirement; judged against the file, it proves D1's claim that /besluitvorming/agenda is gone by asserting the compiler heading is absent and the router fell through to the app root, not merely that no 500 appeared.",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('heading', { name: /Agenda ?compiler|Agendacompiler/i })).toHaveCount(0)",yes,no,verified
openspec/specs/semantic-case-intake/spec.md,behandelaar-sees-the-handoff-case-with-origin,tests/e2e/spec-coverage/semantic-case-intake.spec.ts,case detail shows the handoff provenance with a source link,verified,"Seeds a case carrying handoffSource, opens the case page and asserts the provenance block is visible, says Received via handoff and holds a source link whose href points at openregister, so a case detail that dropped the provenance UI reddens; it does not assert the origin app name or the handoff timestamp the requirement also lists.",no,yes,resolves to a scenario,"await expect(provenance.getByRole('link', { name: 'Open source object' })).toHaveAttribute('href', /openregister/)",yes,no,verified
openspec/specs/dossiq-store-surface/spec.md,,tests/e2e/spec-coverage/store-surface.spec.ts,the store entry sits in the footer between Documentation and Reports,verified,"The citation names no requirement, only the spec file; read against the spec as a whole it proves REQ-DSS-006, asserting the Store entry exists exactly once and sits after Documentation and before Reports rather than merely being present, though it never reads the StoreOutline icon the same requirement names.",no,no,no anchor: cites a whole spec file,"expect(store, 'Store must precede Reports').toBeLessThan(reports)",yes,no,verified
openspec/specs/dossiq-store-surface/spec.md,,tests/e2e/spec-coverage/store-surface.spec.ts,an unconfigured instance renders the built-in templates and calls no registry,verified,"Anchorless, and it proves REQ-DSS-002 end to end: the not-configured marker and the built-in template surface are both asserted, and every outbound request is recorded from before navigation so a quiet registry call that fell back on an error would fail the list.",no,no,no anchor: cites a whole spec file,"expect(external, 'an unconfigured store must make NO outbound request').toEqual([])",yes,no,verified
openspec/specs/dossiq-store-surface/spec.md,,tests/e2e/spec-coverage/store-surface.spec.ts,the store page is reachable by direct link,partial,"Anchorless, and the spec states no route or deep-link requirement: the test asserts the store-page container renders at /store but never the built-in templates or the not_configured outcome, so it survives a store surface that renders an error inside that container.",no,no,no anchor: cites a whole spec file,"await expect(page.locator('[data-testid=""store-page""]'), 'the store page must render for a deep link').toBeVisible({ timeout: 60_000 })",yes,no,partial
openspec/specs/case-types/spec.md,a-migrated-scheme-carries-its-fields-not-just-its-name,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,"both schemes exist as case types, with their fields carried",verified,"The test asserts at least one scheme reached caseType and that validFrom, validUntil and purpose are non-empty rather than merely present, so a migration that carried the name alone reddens.",no,yes,resolves to a scenario,"expect(ct.validFrom, `${name}: termStart should have become validFrom`).toBeTruthy()",yes,no,verified
openspec/specs/case-types/spec.md,the-decision-term-becomes-a-duration-not-an-integer,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,"requestTermWeeks became an ISO-8601 duration, not a bare integer",verified,"The test asserts the stored processingDeadline matches an ISO-8601 duration pattern, so a bare integer reddens; note the loop over migrated has no non-empty guard of its own, unlike its sibling.",no,yes,resolves to a scenario,"expect(String(ct.processingDeadline), `${name}: processingDeadline must be an ISO-8601 duration such as P13W`).toMatch(/^P\d+[WDMY]$/)",yes,no,verified
openspec/specs/case-types/spec.md,an-enum-property-keeps-its-allowed-values,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the enum property kept its allowed values instead of flattening,verified,"The test asserts the propertyDefinition exists, that its propertyType is enum and that enumValues still lists the four values, which is exactly the constraint the requirement says flattening loses silently.",no,yes,resolves to a scenario,"expect(d.enumValues, 'an enum with no enumValues is indistinguishable from a string').toEqual(expect.arrayContaining(['none', 'annually', 'halfjaarlijks', 'on_m",yes,no,verified
openspec/specs/case-types/spec.md,the-grant-specific-properties-survive-as-property-definitions,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the grant-specific properties came across as property definitions,verified,"The test asserts each of the three grant-specific names exists as a propertyDefinition, so a migration that dropped them reddens; it does not check they are scoped to the migrated case type.",no,yes,resolves to a scenario,"expect(names.has(p), `${p} should have become a propertyDefinition`).toBe(true)",yes,no,verified
openspec/specs/case-types/spec.md,the-menu-offers-case-types-and-not-subsidy-schemes,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the Subsidy schemes menu entry is gone,verified,"The test reads every nav link label and asserts both halves the scenario asks for, that Subsidy schemes is absent and Case types is present, so a build that deleted the capability outright still reddens.",no,yes,resolves to a scenario,expect(labels).not.toContain('Subsidy schemes'); expect(labels).toContain('Case types'),yes,no,verified
openspec/specs/case-types/spec.md,the-retired-route-falls-through-rather-than-erroring,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the retired route no longer renders a scheme index,verified,"The test asserts the retired route renders no Add Subsidieregeling control and shows no server error, which is both halves of the cited scenario.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Add Subsidieregeling|Add Grant/i })).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,view-the-global-task-list,tests/e2e/spec-coverage/task-management.spec.ts,"global task list page renders its rows and columns, and offers no add button",partial,"The test proves the list renders its seeded row, offers no Add button and carries a Subject header, but never reads the status, assignee, due date or priority cells the cited scenario says every row must show.",no,yes,resolves to a scenario,"await expect(page.getByRole('columnheader', { name: /^(Subject|Onderwerp)$/ })).toBeVisible({ timeout: 10_000 })",yes,no,partial
openspec/specs/dashboard/spec.md,dashboard-page-renders-heading-and-widget-grid,tests/e2e/spec-coverage/ui-pages.spec.ts,dashboard renders the manifest widget grid shell,partial,"Asserts the app content is visible and the dashboard grid container is attached, explicitly accepting an empty container, plus no Internal Server Error; it never asserts the level-2 Dashboard heading the scenario names, nor a single widget tile or unavailable-placeholder shell, so a dashboard rendering an empty grid and no heading passes.",no,yes,resolves to a scenario,"await expect(page.locator('.app-content .cn-dashboard-grid, .app-content .cn-widget-grid').first()).toBeAttached({ timeout: 15000 })",yes,no,partial
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,tests/e2e/spec-coverage/ui-pages.spec.ts,cases index renders list shell,verified,"Asserts the Cards and Table toggle, an Add create button, the Actions control and the absence of an Internal Server Error on /cases, which is all four bullets of the cited scenario.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /^Add / })).toBeVisible()",yes,no,verified
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,tests/e2e/spec-coverage/ui-pages.spec.ts,doorlooptijd renders processing-time analytics heading,verified,"Asserts the level-2 processing-time heading on /doorlooptijd and that the body holds no Internal Server Error, which is both bullets of the scenario; the spec's wording Processing Time Analytics is stale against the heading the page now renders.",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Processing time', level: 2 })).toBeVisible({ timeout: 15000 })",yes,no,partial
openspec/specs/my-work/spec.md,,tests/e2e/spec-coverage/work-navigation.spec.ts,"the work group is named after the work, and holds all five surfaces",verified,"the citation names no requirement, only the file; the test asserts the navigation offers My work, Queue, Assigned to me, All cases and Tasks exactly once each, so losing the My Work entry the spec requires reddens it",no,no,no anchor: cites a whole spec file,"await expect(nav.getByText(label), `the navigation must offer ${label}`).toHaveCount(1, { timeout: 30_000 })",yes,no,partial
openspec/specs/my-work/spec.md,,tests/e2e/spec-coverage/work-navigation.spec.ts,the retired labels are gone,verified,"the citation names no requirement, only the file; the test asserts Work queue, Cases and All issues are absent from the nav, which catches a half-applied rename, but its Werkvoorraad pattern contradicts the sibling test that demands exactly one Werkvoorraad entry, so on a Dutch instance one of the pair must fail",no,no,no anchor: cites a whole spec file,"await expect(nav.getByText(/^\s*(Work queue|Werkvoorraad)\s*$/i), 'the old group label must not survive').toHaveCount(0)",yes,no,partial
openspec/specs/nav-dedup-and-grouping/spec.md,,tests/e2e/spec-coverage/work-navigation.spec.ts,"Contacts is a top-level domain, not a sixth work surface",partial,"the citation names no requirement, and the cited spec never mentions Contacts at all: its requirements are the Work group's four leaves, the Cases and Analytics group memberships and the single substitution entry, every one of which survives this test, which asserts only that one Contacts link exists and is visible without expanding a group",no,no,no anchor: cites a whole spec file,await expect(contacts).toBeVisible({ timeout: 30_000 }),yes,no,partial
openspec/specs/my-work/spec.md,,tests/e2e/spec-coverage/work-navigation.spec.ts,the cases page stays reachable by direct link,smoke,"the citation names no requirement, only the file; the test asserts the page shell rendered and a Cases heading is visible after a deep link, which is a page-load check and touches none of the my-work spec's assigned-case index, card display or lens requirements",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('heading', { name: /^(Cases|Zaken)$/i }).first(), 'the deep link must land on the CASES page').toBeVisible({ timeout: 30_000 })",yes,no,smoke
openspec/specs/visual-workflow-editor/spec.md,scenario-open-workflow-editor-for-a-case-type,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,the Workflow tab renders the canonical canvas with the configured nodes and transitions,verified,"The test asserts the empty state is absent, names all three seeded status nodes, counts exactly three nodes and two transition arrows, so a canvas that lost its transitions reddens.",no,yes,resolves to a scenario,await expect(editor.locator('.workflow-transition')).toHaveCount(2),yes,yes,verified
openspec/specs/visual-workflow-editor/spec.md,scenario-keyboard-node-selection,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,a status node on the canvas is keyboard-focusable and exposes a keyboard-operable actions menu,verified,"The test asserts role, tabindex, that Enter and Space select on two different nodes and that selection moves rather than accumulating, then opens the actions menu by keyboard alone.",no,yes,resolves to a scenario,await page.keyboard.press('Space'); await expect(inProgress).toHaveClass(/workflow-node--selected/); await expect(received).not.toHaveClass(...),yes,yes,verified
